,school,sex,age,address,family_size,parent_status,mothers_education,fathers_education,mothers_job,fathers_job,reason,guardian,traveltime,studytime,failures,extra_support,family_support,extra_classes,activities,nursery,higher_education,internet,romantic,family_relation,freetime,out_with_friends,daily_alcohol_cons,weekend_alcohol_cons,health,absences,first_grade,second_grade,final_grade
277,Gabriel Pereira,Female,17,Urban,4 or more,Together,primary,primary,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,good,normal,high,very low,low,excellent,4,11,10,11
278,Gabriel Pereira,Male,17,Urban,4 or more,Together,5th - 9th,secondary,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,excellent,low,low,very low,very low,bad,2,9,12,13
279,Gabriel Pereira,Male,22,Urban,4 or more,Together,secondary,primary,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,excellent,high,very high,very high,very high,very bad,12,7,8,5
280,Gabriel Pereira,Male,18,Rural,3 or less,Together,secondary,secondary,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,good,normal,normal,very low,normal,excellent,8,10,9,10
281,Gabriel Pereira,Male,16,Urban,4 or more,Together,None,5th - 9th,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,good,normal,low,low,high,excellent,0,11,12,11
282,Gabriel Pereira,Male,18,Urban,4 or more,Together,secondary,5th - 9th,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,good,high,very high,low,high,excellent,8,7,8,7
283,Gabriel Pereira,Male,16,Urban,4 or more,Together,secondary,secondary,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,excellent,normal,normal,very low,normal,bad,4,9,11,10
284,Gabriel Pereira,Male,18,Urban,4 or more,Together,5th - 9th,primary,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,normal,low,very high,low,very high,excellent,4,7,8,6
285,Gabriel Pereira,Male,16,Rural,4 or more,Together,5th - 9th,primary,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,normal,normal,low,very low,normal,normal,2,14,13,12
286,Gabriel Pereira,Male,17,Rural,4 or more,Together,5th - 9th,primary,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,good,high,low,low,high,excellent,0,12,12,13
287,Gabriel Pereira,Male,17,Urban,3 or less,Together,primary,primary,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,good,high,high,very low,low,excellent,0,9,10,10
288,Gabriel Pereira,Female,18,Urban,3 or less,Apart,5th - 9th,primary,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,good,normal,high,very low,normal,excellent,2,12,12,13
289,Gabriel Pereira,Female,17,Urban,3 or less,Together,higher,5th - 9th,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,good,low,normal,very low,very low,good,2,14,15,17
290,Gabriel Pereira,Female,19,Urban,4 or more,Together,5th - 9th,5th - 9th,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,very low,very low,excellent,0,10,10,11
291,Gabriel Pereira,Male,18,Urban,3 or less,Together,5th - 9th,primary,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,good,high,very high,high,high,excellent,4,11,10,11
292,Gabriel Pereira,Female,17,Rural,4 or more,Together,higher,5th - 9th,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,good,normal,high,very low,normal,excellent,2,11,12,14
293,Gabriel Pereira,Female,18,Urban,3 or less,Together,primary,primary,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,good,high,normal,low,normal,normal,4,11,12,14
294,Gabriel Pereira,Female,18,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,normal,low,normal,very low,very low,excellent,4,11,11,13
295,Gabriel Pereira,Male,19,Urban,3 or less,Apart,higher,secondary,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,good,normal,very low,very low,very low,very bad,4,11,13,14
296,Gabriel Pereira,Male,18,Urban,4 or more,Together,5th - 9th,primary,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,excellent,low,high,very low,low,good,2,16,16,16
297,Gabriel Pereira,Male,17,Rural,4 or more,Together,5th - 9th,5th - 9th,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,excellent,low,low,very low,very low,good,0,9,10,10
298,Gabriel Pereira,Female,17,Urban,3 or less,Together,5th - 9th,5th - 9th,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,normal,high,very low,very low,very low,bad,2,10,11,12
299,Gabriel Pereira,Female,20,Rural,4 or more,Together,5th - 9th,primary,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,very bad,low,normal,very low,low,bad,8,10,12,12
300,Gabriel Pereira,Female,18,Urban,4 or more,Together,higher,secondary,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,normal,very low,low,very low,normal,bad,2,15,15,15
301,Gabriel Pereira,Male,18,Urban,4 or more,Together,higher,secondary,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,good,normal,low,very low,very low,normal,2,10,10,11
302,Gabriel Pereira,Male,18,Rural,4 or more,Together,secondary,5th - 9th,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,excellent,normal,low,very low,very low,normal,2,10,11,12
303,Gabriel Pereira,Female,17,Urban,4 or more,Together,secondary,secondary,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,normal,low,normal,very low,very low,good,2,15,12,13
304,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,5th - 9th,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,good,normal,normal,very low,very low,normal,0,11,12,13
305,Gabriel Pereira,Male,17,Urban,4 or more,Together,5th - 9th,5th - 9th,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,good,high,high,low,normal,good,8,8,8,9
306,Gabriel Pereira,Male,18,Rural,3 or less,Apart,secondary,higher,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,good,low,very high,normal,high,very bad,6,15,16,16
307,Gabriel Pereira,Male,17,Urban,4 or more,Together,secondary,primary,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,excellent,high,high,normal,high,excellent,0,11,11,14
308,Gabriel Pereira,Female,18,Rural,4 or more,Together,higher,higher,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,good,normal,high,low,low,good,8,10,11,12
309,Gabriel Pereira,Male,18,Urban,4 or more,Together,higher,5th - 9th,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,excellent,high,very high,very low,normal,excellent,4,10,12,14
310,Gabriel Pereira,Female,18,Rural,4 or more,Together,5th - 9th,primary,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,good,normal,very high,very low,low,normal,12,8,9,10
311,Gabriel Pereira,Female,19,Urban,4 or more,Together,secondary,secondary,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,good,normal,very high,normal,normal,excellent,16,11,12,12
312,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,secondary,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,good,very high,very high,very low,normal,bad,10,16,16,16
313,Gabriel Pereira,Female,18,Urban,3 or less,Together,primary,primary,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,good,high,normal,very low,very low,normal,2,13,13,13
314,Gabriel Pereira,Male,17,Rural,4 or more,Together,primary,5th - 9th,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,normal,very high,low,low,low,very bad,2,16,17,18
315,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,primary,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,good,low,very high,very low,low,very bad,8,14,14,15
316,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,higher,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,good,normal,normal,very low,very low,very bad,6,15,16,16
317,Gabriel Pereira,Female,17,Urban,3 or less,Together,5th - 9th,5th - 9th,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,good,high,high,low,normal,excellent,6,12,12,12
318,Gabriel Pereira,Female,18,Rural,4 or more,Apart,secondary,5th - 9th,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,good,very low,very low,very low,very low,excellent,15,12,9,10
319,Gabriel Pereira,Male,18,Urban,4 or more,Together,higher,higher,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,normal,low,high,very low,high,normal,6,11,12,12
320,Gabriel Pereira,Female,18,Urban,4 or more,Together,higher,higher,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,bad,high,high,very low,very low,good,2,14,12,13
321,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,5th - 9th,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,good,low,normal,very low,very low,very bad,8,13,15,15
322,Gabriel Pereira,Female,19,Rural,4 or more,Together,secondary,5th - 9th,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,normal,normal,normal,high,normal,normal,0,9,8,10
323,Gabriel Pereira,Male,18,Urban,3 or less,Together,higher,secondary,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,good,low,normal,very low,low,very bad,0,10,10,10
324,Gabriel Pereira,Male,18,Urban,4 or more,Together,primary,5th - 9th,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,normal,high,high,low,high,good,10,10,10,11
325,Gabriel Pereira,Male,17,Urban,3 or less,Apart,higher,primary,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,good,very high,high,low,high,excellent,22,11,11,10
326,Gabriel Pereira,Male,17,Urban,3 or less,Apart,secondary,5th - 9th,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,good,high,high,normal,high,normal,18,13,13,13
327,Gabriel Pereira,Female,18,Rural,3 or less,Together,primary,primary,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,excellent,low,low,very low,very low,normal,2,17,17,18
328,Gabriel Pereira,Female,18,Urban,4 or more,Together,primary,primary,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,excellent,high,high,very low,very low,good,0,12,13,13
329,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,excellent,high,very high,very low,low,excellent,12,12,12,14
330,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,primary,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,good,normal,very low,very low,very low,excellent,10,12,13,14
331,Gabriel Pereira,Male,17,Urban,4 or more,Together,primary,primary,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,good,normal,normal,very low,low,good,0,12,12,12
332,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,5th - 9th,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,very low,low,bad,0,18,18,18
333,Gabriel Pereira,Female,17,Urban,4 or more,Together,primary,primary,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,very low,very low,normal,0,13,13,14
334,Gabriel Pereira,Male,18,Urban,4 or more,Together,5th - 9th,primary,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,good,low,high,very low,normal,bad,0,14,15,15
335,Gabriel Pereira,Male,18,Urban,3 or less,Apart,higher,higher,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,excellent,high,normal,very low,very low,bad,0,17,17,17
336,Gabriel Pereira,Male,18,Urban,4 or more,Together,higher,5th - 9th,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,good,normal,low,very low,high,excellent,2,15,16,16
337,Gabriel Pereira,Female,17,Urban,4 or more,Together,higher,secondary,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,good,low,low,very low,low,normal,0,17,18,18
338,Gabriel Pereira,Female,17,Rural,3 or less,Together,secondary,primary,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,normal,very low,low,very low,very low,normal,0,18,19,19
339,Gabriel Pereira,Male,18,Rural,3 or less,Together,secondary,5th - 9th,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,excellent,high,low,very low,very low,good,0,14,15,15
340,Gabriel Pereira,Male,17,Urban,4 or more,Together,secondary,secondary,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,good,high,normal,very low,normal,excellent,0,14,15,15
341,Gabriel Pereira,Female,19,Urban,4 or more,Together,higher,higher,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,bad,normal,high,low,normal,bad,2,14,13,13
342,Gabriel Pereira,Female,18,Urban,3 or less,Together,higher,secondary,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,good,high,very high,very low,low,bad,0,13,14,14
343,Gabriel Pereira,Female,18,Urban,4 or more,Together,higher,secondary,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,very low,very low,normal,0,16,17,17
344,Gabriel Pereira,Male,18,Urban,3 or less,Together,higher,higher,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,very bad,high,low,low,low,very bad,0,18,18,17
345,Gabriel Pereira,Female,18,Urban,3 or less,Apart,higher,higher,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,good,low,high,very low,very low,good,0,14,15,15
346,Gabriel Pereira,Male,17,Urban,3 or less,Together,higher,higher,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,good,very low,very low,low,low,excellent,0,12,13,13
347,Gabriel Pereira,Female,17,Rural,4 or more,Together,higher,higher,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,excellent,normal,high,very low,very low,excellent,0,7,7,8
348,Gabriel Pereira,Female,17,Urban,4 or more,Together,higher,5th - 9th,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,very low,very low,normal,0,16,16,16
349,Gabriel Pereira,Female,17,Urban,4 or more,Together,secondary,5th - 9th,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,excellent,low,low,very low,low,excellent,0,18,18,18
350,Gabriel Pereira,Male,19,Rural,3 or less,Together,5th - 9th,primary,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,good,normal,very low,very low,very low,excellent,0,9,10,11
351,Gabriel Pereira,Male,20,Urban,4 or more,Apart,secondary,5th - 9th,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,excellent,very high,normal,very low,very low,excellent,0,14,15,15
352,Gabriel Pereira,Male,19,Rural,4 or more,Together,secondary,secondary,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,good,very high,normal,very low,low,excellent,0,10,10,11
353,Gabriel Pereira,Female,18,Urban,4 or more,Together,primary,higher,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,normal,high,high,very low,low,excellent,2,10,10,11
354,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,primary,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,excellent,normal,normal,very low,low,very bad,2,12,12,15
355,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,secondary,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,good,low,very low,very low,very low,normal,2,11,12,14
356,Gabriel Pereira,Female,17,Rural,4 or more,Together,higher,higher,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,good,high,high,very low,very low,excellent,2,15,16,17
357,Gabriel Pereira,Female,18,Urban,4 or more,Together,higher,secondary,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,good,normal,high,very low,very low,excellent,2,14,15,17
358,Gabriel Pereira,Female,18,Urban,3 or less,Together,higher,secondary,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,normal,low,high,very low,high,very bad,8,12,12,15
359,Gabriel Pereira,Female,17,Rural,4 or more,Together,secondary,higher,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,good,normal,high,low,very high,excellent,2,15,15,17
360,Gabriel Pereira,Female,18,Urban,4 or more,Together,secondary,secondary,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,good,very low,high,very low,very low,normal,8,11,12,14
361,Gabriel Pereira,Male,19,Urban,4 or more,Together,higher,5th - 9th,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,excellent,high,high,very low,very low,very bad,9,11,10,10
362,Gabriel Pereira,Female,18,Urban,4 or more,Together,higher,higher,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,good,high,high,normal,normal,excellent,0,12,11,13
363,Gabriel Pereira,Female,18,Urban,4 or more,Together,secondary,higher,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,excellent,high,high,very low,very low,very bad,4,11,12,14
364,Gabriel Pereira,Female,17,Urban,4 or more,Together,higher,higher,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,excellent,normal,high,very low,low,excellent,2,14,15,17
365,Gabriel Pereira,Female,17,Urban,4 or more,Apart,higher,secondary,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,excellent,low,low,very low,low,excellent,14,15,14,17
366,Gabriel Pereira,Female,17,Urban,3 or less,Apart,secondary,secondary,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,excellent,normal,normal,very low,very low,excellent,0,12,12,13
367,Gabriel Pereira,Female,17,Urban,3 or less,Together,5th - 9th,primary,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,good,low,normal,low,low,bad,2,11,12,14
368,Gabriel Pereira,Male,18,Urban,3 or less,Together,higher,higher,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,good,low,very high,normal,high,excellent,2,8,9,11
369,Gabriel Pereira,Female,19,Urban,4 or more,Together,primary,primary,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,very bad,very high,very high,high,normal,excellent,12,10,10,11
370,Gabriel Pereira,Female,19,Urban,3 or less,Apart,primary,primary,other,other,course,other,3,2,2,no,yes,no,no,no,yes,yes,yes,excellent,normal,high,very low,very low,good,2,8,8,9
371,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,good,normal,very high,low,high,excellent,2,10,10,10
372,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,good,low,low,very low,very low,normal,4,14,13,13
373,Gabriel Pereira,Female,17,Rural,3 or less,Together,5th - 9th,5th - 9th,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,normal,normal,low,low,low,normal,0,11,11,10
374,Gabriel Pereira,Female,17,Urban,4 or more,Together,secondary,primary,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,normal,high,normal,low,normal,excellent,0,17,18,17
375,Gabriel Pereira,Female,17,Urban,3 or less,Together,None,5th - 9th,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,normal,normal,normal,low,normal,bad,0,14,14,15
376,Gabriel Pereira,Female,18,Urban,4 or more,Together,primary,primary,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,good,very high,very high,very low,low,bad,0,14,14,14
377,Gabriel Pereira,Male,18,Urban,4 or more,Together,higher,higher,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,good,normal,normal,low,low,normal,0,13,14,13
378,Gabriel Pereira,Male,17,Urban,4 or more,Together,secondary,secondary,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,good,normal,very high,normal,very high,excellent,0,17,18,17
379,Gabriel Pereira,Male,17,Rural,4 or more,Together,5th - 9th,5th - 9th,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,good,high,very high,very high,very high,good,2,11,10,10
380,Gabriel Pereira,Female,17,Urban,4 or more,Together,higher,higher,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,excellent,high,high,very low,normal,good,0,13,12,13
381,Gabriel Pereira,Female,17,Urban,4 or more,Together,higher,higher,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,good,normal,normal,very low,low,good,4,15,14,15
382,Gabriel Pereira,Female,17,Urban,4 or more,Together,secondary,secondary,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,good,low,very high,low,very high,excellent,2,11,12,11
383,Gabriel Pereira,Male,18,Urban,3 or less,Together,5th - 9th,5th - 9th,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,good,very high,very high,low,high,excellent,0,11,11,12
384,Gabriel Pereira,Male,19,Rural,4 or more,Together,secondary,5th - 9th,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,no,yes,excellent,normal,high,low,low,excellent,0,11,10,10
385,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,5th - 9th,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,yes,no,yes,good,low,very high,very low,very low,bad,2,10,9,10
386,Gabriel Pereira,Female,17,Rural,4 or more,Together,5th - 9th,higher,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,good,high,normal,very low,very low,excellent,0,15,15,15
387,Gabriel Pereira,Male,18,Urban,4 or more,Together,5th - 9th,5th - 9th,other,other,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,excellent,high,low,very low,low,excellent,6,15,14,15
388,Gabriel Pereira,Female,18,Urban,4 or more,Together,secondary,secondary,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,excellent,normal,high,very low,very low,good,8,10,11,12
389,Gabriel Pereira,Female,18,Urban,3 or less,Together,5th - 9th,5th - 9th,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,good,normal,normal,very low,very low,bad,0,10,9,12
390,Gabriel Pereira,Female,18,Rural,4 or more,Together,5th - 9th,5th - 9th,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,good,high,high,very low,very low,good,6,14,13,14
391,Gabriel Pereira,Female,17,Urban,4 or more,Together,secondary,higher,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,good,high,very high,very low,normal,excellent,8,11,13,14
392,Gabriel Pereira,Female,17,Urban,4 or more,Together,secondary,5th - 9th,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,good,normal,low,low,normal,bad,0,12,13,15
393,Gabriel Pereira,Female,18,Urban,3 or less,Together,secondary,secondary,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,excellent,normal,normal,very low,very low,very bad,4,14,14,15
394,Gabriel Pereira,Female,17,Rural,4 or more,Apart,secondary,5th - 9th,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,low,normal,bad,0,14,14,16
395,Gabriel Pereira,Male,18,Urban,4 or more,Together,higher,higher,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,good,normal,normal,low,low,bad,0,12,12,13
396,Gabriel Pereira,Male,18,Urban,3 or less,Together,secondary,higher,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,good,normal,normal,very low,normal,excellent,6,16,16,17
397,Gabriel Pereira,Female,17,Urban,4 or more,Apart,5th - 9th,5th - 9th,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,normal,normal,very low,very low,low,good,18,10,12,14
398,Gabriel Pereira,Female,18,Urban,4 or more,Together,5th - 9th,secondary,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,very low,low,normal,0,11,12,14
399,Gabriel Pereira,Female,18,Urban,4 or more,Together,secondary,5th - 9th,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,excellent,high,normal,low,normal,very bad,4,14,16,17
400,Gabriel Pereira,Male,18,Rural,4 or more,Together,higher,secondary,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,excellent,normal,low,very low,low,good,4,15,14,17
401,Gabriel Pereira,Male,18,Urban,4 or more,Together,higher,secondary,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,excellent,high,very high,low,normal,excellent,0,14,13,14
402,Gabriel Pereira,Female,17,Urban,4 or more,Together,higher,secondary,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,good,high,normal,very low,normal,good,0,11,12,13
403,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,primary,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,good,normal,high,low,low,very bad,10,12,15,15
404,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,primary,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,good,normal,very high,low,high,good,4,12,16,16
405,Gabriel Pereira,Female,19,Urban,3 or less,Apart,5th - 9th,secondary,at_home,other,home,other,2,1,1,no,no,no,no,yes,no,yes,no,bad,low,normal,normal,high,excellent,16,10,11,11
406,Gabriel Pereira,Female,17,Urban,4 or more,Together,secondary,primary,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,good,very low,low,very low,very low,normal,6,10,13,13
407,Gabriel Pereira,Female,21,Urban,3 or less,Together,higher,higher,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,yes,no,normal,normal,low,very low,very low,excellent,0,9,12,12
408,Gabriel Pereira,Male,18,Urban,3 or less,Together,5th - 9th,5th - 9th,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,good,high,high,very low,normal,normal,11,9,11,12
409,Gabriel Pereira,Male,18,Urban,3 or less,Apart,secondary,higher,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,good,normal,very high,very low,high,bad,9,13,14,15
410,Gabriel Pereira,Female,17,Urban,4 or more,Together,5th - 9th,5th - 9th,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,good,normal,high,very low,normal,good,0,13,17,17
411,Gabriel Pereira,Male,17,Urban,3 or less,Apart,higher,higher,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,good,high,low,very low,low,good,2,12,15,15
412,Gabriel Pereira,Female,18,Urban,3 or less,Together,higher,5th - 9th,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,good,low,low,very low,very low,normal,0,14,17,17
413,Gabriel Pereira,Male,21,Rural,3 or less,Together,primary,primary,at_home,other,course,other,2,2,2,no,yes,no,yes,yes,no,yes,yes,excellent,normal,normal,very high,low,good,21,9,10,10
414,Gabriel Pereira,Female,20,Rural,4 or more,Together,primary,primary,other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,yes,normal,low,low,very low,normal,normal,8,11,15,15
415,Gabriel Pereira,Female,19,Urban,4 or more,Together,higher,higher,teacher,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,yes,normal,low,very high,high,high,excellent,5,9,10,11
416,Gabriel Pereira,Male,17,Urban,3 or less,Apart,secondary,5th - 9th,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,good,high,high,very low,low,excellent,10,16,18,18
